ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0050679	positive regulation of epithelial cell proliferation	3/40	225/18614	0.0123919214846653	0.0499412129752656	0.0277821668008835	EGFR/FZD7/TNFAIP3	3
BP	GO:0030099	myeloid cell differentiation	4/40	421/18614	0.0124036988052359	0.0499412129752656	0.0277821668008835	MEF2C/SOCS1/TFRC/ZFP36	4
BP	GO:0032371	regulation of sterol transport	2/40	79/18614	0.0124980065150748	0.0499412129752656	0.0277821668008835	FURIN/SCP2	2
BP	GO:0032374	regulation of cholesterol transport	2/40	79/18614	0.0124980065150748	0.0499412129752656	0.0277821668008835	FURIN/SCP2	2
BP	GO:0050688	regulation of defense response to virus	2/40	79/18614	0.0124980065150748	0.0499412129752656	0.0277821668008835	IL1B/TNFAIP3	2
BP	GO:1903201	regulation of oxidative stress-induced cell death	2/40	79/18614	0.0124980065150748	0.0499412129752656	0.0277821668008835	DDR2/PARK7	2
BP	GO:0030098	lymphocyte differentiation	4/40	422/18614	0.0125032333107056	0.0499412129752656	0.0277821668008835	FZD7/IL1B/IL6/SOCS1	4
BP	GO:0046777	protein autophosphorylation	3/40	227/18614	0.012689425856104	0.05055142779159	0.0281216277150565	DDR2/EGFR/ULK1	3
BP	GO:0002720	positive regulation of cytokine production involved in immune response	2/40	80/18614	0.0128011992827913	0.05055142779159	0.0281216277150565	IL1B/IL6	2
BP	GO:0030500	regulation of bone mineralization	2/40	80/18614	0.0128011992827913	0.05055142779159	0.0281216277150565	DDR2/MEF2C	2
BP	GO:0051966	regulation of synaptic transmission, glutamatergic	2/40	80/18614	0.0128011992827913	0.05055142779159	0.0281216277150565	MEF2C/PTGS2	2
BP	GO:0070972	protein localization to endoplasmic reticulum	2/40	80/18614	0.0128011992827913	0.05055142779159	0.0281216277150565	GABARAPL2/HSPA5	2
BP	GO:0071230	cellular response to amino acid stimulus	2/40	80/18614	0.0128011992827913	0.05055142779159	0.0281216277150565	EGFR/SOCS1	2
BP	GO:2000628	regulation of miRNA metabolic process	2/40	81/18614	0.0131076004330105	0.0516637307633186	0.0287403989633437	EGFR/RELA	2
BP	GO:0042509	regulation of tyrosine phosphorylation of STAT protein	2/40	82/18614	0.0134171955006854	0.0525863440918044	0.0292536463567822	IL6/SOCS1	2
BP	GO:1901184	regulation of ERBB signaling pathway	2/40	82/18614	0.0134171955006854	0.0525863440918044	0.0292536463567822	EGFR/SNX5	2
BP	GO:1905897	regulation of response to endoplasmic reticulum stress	2/40	82/18614	0.0134171955006854	0.0525863440918044	0.0292536463567822	HSPA5/PARK7	2
BP	GO:0050769	positive regulation of neurogenesis	3/40	232/18614	0.0134511214905154	0.0526205857559676	0.0292726949054386	IL1B/IL6/PARP6	3
BP	GO:0010720	positive regulation of cell development	4/40	432/18614	0.0135270179588315	0.0528185804037364	0.0293828388126905	IL1B/IL6/PARP6/SOCS1	4
BP	GO:0002218	activation of innate immune response	3/40	233/18614	0.0136065436964598	0.053029980936389	0.0295004403788131	RELA/TBK1/TNFAIP3	3
BP	GO:0015711	organic anion transport	4/40	433/18614	0.0136322606914388	0.0530312711069193	0.0295011580973213	CYB5R1/IL1B/PTGS2/SLC39A14	4
BP	GO:0046209	nitric oxide metabolic process	2/40	83/18614	0.0137299700653953	0.0533120956628452	0.0296573800669074	IL1B/PTGS2	2
BP	GO:0009743	response to carbohydrate	3/40	234/18614	0.0137629959836493	0.0533411848049041	0.0296735622809273	IL1B/PTGS2/SLC39A14	3
BP	GO:0010001	glial cell differentiation	3/40	235/18614	0.013920479334911	0.0537520911841574	0.0299021484302788	IL1B/IL6/NDRG1	3
BP	GO:0071356	cellular response to tumor necrosis factor	3/40	235/18614	0.013920479334911	0.0537520911841574	0.0299021484302788	RELA/TNFAIP3/ZFP36	3
BP	GO:0006094	gluconeogenesis	2/40	84/18614	0.0140459097512282	0.0540366583247067	0.0300604523899505	ATF3/SLC39A14	2
BP	GO:2001057	reactive nitrogen species metabolic process	2/40	84/18614	0.0140459097512282	0.0540366583247067	0.0300604523899505	IL1B/PTGS2	2
BP	GO:0031397	negative regulation of protein ubiquitination	2/40	85/18614	0.014365000226664	0.0551626571204065	0.030686842589468	PARK7/TNFAIP3	2
BP	GO:0030072	peptide hormone secretion	3/40	238/18614	0.0143991252994374	0.0551922435789443	0.0307033014593507	IL1B/IL6/PARK7	3
BP	GO:0048732	gland development	4/40	441/18614	0.0144931556301185	0.0554509196177977	0.0308472022665333	EGFR/IL6/RELA/TNFAIP3	4
BP	GO:0007260	tyrosine phosphorylation of STAT protein	2/40	86/18614	0.0146872272044576	0.0558863709109507	0.0310894426876065	IL6/SOCS1	2
BP	GO:0019915	lipid storage	2/40	86/18614	0.0146872272044576	0.0558863709109507	0.0310894426876065	IL1B/IL6	2
BP	GO:0033077	T cell differentiation in thymus	2/40	86/18614	0.0146872272044576	0.0558863709109507	0.0310894426876065	FZD7/IL1B	2
BP	GO:0019319	hexose biosynthetic process	2/40	87/18614	0.0150125764415224	0.0566544739488212	0.031516736408505	ATF3/SLC39A14	2
BP	GO:0032370	positive regulation of lipid transport	2/40	87/18614	0.0150125764415224	0.0566544739488212	0.031516736408505	IL1B/SCP2	2
BP	GO:0046889	positive regulation of lipid biosynthetic process	2/40	87/18614	0.0150125764415224	0.0566544739488212	0.031516736408505	IL1B/PTGS2	2
BP	GO:0048708	astrocyte differentiation	2/40	87/18614	0.0150125764415224	0.0566544739488212	0.031516736408505	IL1B/IL6	2
BP	GO:0009636	response to toxic substance	3/40	242/18614	0.0150518109342249	0.0566544739488212	0.031516736408505	GSTZ1/PARK7/PTGS2	3
BP	GO:1901617	organic hydroxy compound biosynthetic process	3/40	242/18614	0.0150518109342249	0.0566544739488212	0.031516736408505	CYB5R1/PARK7/SCP2	3
BP	GO:0006869	lipid transport	4/40	447/18614	0.0151611215450483	0.0569632786108019	0.0316885236382683	FURIN/IL1B/PTGS2/SCP2	4
BP	GO:0002790	peptide secretion	3/40	243/18614	0.0152175757799983	0.0570727393257027	0.0317494163490845	IL1B/IL6/PARK7	3
BP	GO:0071277	cellular response to calcium ion	2/40	88/18614	0.0153410337388145	0.0574326513985367	0.0319496344984931	HSPA5/MEF2C	2
BP	GO:0002312	B cell activation involved in immune response	2/40	89/18614	0.0156725849412163	0.0582562810359445	0.0324078175222004	IL6/TFRC	2
BP	GO:0043367	CD4-positive, alpha-beta T cell differentiation	2/40	89/18614	0.0156725849412163	0.0582562810359445	0.0324078175222004	IL6/SOCS1	2
BP	GO:0060191	regulation of lipase activity	2/40	89/18614	0.0156725849412163	0.0582562810359445	0.0324078175222004	EGFR/FURIN	2
BP	GO:0071229	cellular response to acid chemical	2/40	89/18614	0.0156725849412163	0.0582562810359445	0.0324078175222004	EGFR/SOCS1	2
BP	GO:0002703	regulation of leukocyte mediated immunity	3/40	246/18614	0.0157211075217686	0.0582716365198466	0.0324163597379308	IL1B/IL6/TFRC	3
BP	GO:0010975	regulation of neuron projection development	4/40	452/18614	0.0157325050249849	0.0582716365198466	0.0324163597379308	DDR2/HSPA5/PARP6/ULK1	4
BP	GO:0014910	regulation of smooth muscle cell migration	2/40	90/18614	0.0160072159374213	0.0590796362071963	0.0328658478610993	DDR2/MEF2C	2
BP	GO:2000106	regulation of leukocyte apoptotic process	2/40	90/18614	0.0160072159374213	0.0590796362071963	0.0328658478610993	CDKN2A/MEF2C	2
BP	GO:0042593	glucose homeostasis	3/40	248/18614	0.0160620006357022	0.0591772827654	0.0329201683872926	IL6/PARK7/SLC39A14	3
BP	GO:0033500	carbohydrate homeostasis	3/40	249/18614	0.0162340109632019	0.0597057198981141	0.0332141365889083	IL6/PARK7/SLC39A14	3
BP	GO:0001942	hair follicle development	2/40	91/18614	0.0163449126598185	0.0597114254767198	0.0332173105874373	EGFR/RELA	2
BP	GO:2000117	negative regulation of cysteine-type endopeptidase activity	2/40	91/18614	0.0163449126598185	0.0597114254767198	0.0332173105874373	PARK7/PTGS2	2
BP	GO:0001649	osteoblast differentiation	3/40	250/18614	0.0164070647312768	0.0597114254767198	0.0332173105874373	DDR2/IL6/MEF2C	3
BP	GO:0006959	humoral immune response	3/40	250/18614	0.0164070647312768	0.0597114254767198	0.0332173105874373	IL1B/IL6/MEF2C	3
BP	GO:0016054	organic acid catabolic process	3/40	250/18614	0.0164070647312768	0.0597114254767198	0.0332173105874373	GSTZ1/PEX2/SCP2	3
BP	GO:0046395	carboxylic acid catabolic process	3/40	250/18614	0.0164070647312768	0.0597114254767198	0.0332173105874373	GSTZ1/PEX2/SCP2	3
BP	GO:0031330	negative regulation of cellular catabolic process	3/40	251/18614	0.0165811626116574	0.060240084688265	0.0335114023309287	FURIN/PARK7/ZFP36	3
BP	GO:0000422	autophagy of mitochondrion	2/40	92/18614	0.0166856610843776	0.0603050968949218	0.0335475684522908	GABARAPL2/PARK7	2
BP	GO:0045185	maintenance of protein location	2/40	92/18614	0.0166856610843776	0.0603050968949218	0.0335475684522908	HSPA5/PARK7	2
BP	GO:0061726	mitochondrion disassembly	2/40	92/18614	0.0166856610843776	0.0603050968949218	0.0335475684522908	GABARAPL2/PARK7	2
BP	GO:0051960	regulation of nervous system development	4/40	461/18614	0.0167951169947394	0.0605958538894829	0.0337093158116395	IL1B/IL6/PARP6/ULK1	4
BP	GO:0034644	cellular response to UV	2/40	93/18614	0.0170294472305338	0.0612578825649959	0.0340776006408281	CDKN1A/PTGS2	2
BP	GO:0002831	regulation of response to biotic stimulus	4/40	463/18614	0.0170372569508198	0.0612578825649959	0.0340776006408281	IL1B/RELA/TBK1/TNFAIP3	4
BP	GO:0048762	mesenchymal cell differentiation	3/40	255/18614	0.0172880080405789	0.06194368807079	0.0344591124588204	IL1B/IL6/MEF2C	3
BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	3/40	255/18614	0.0172880080405789	0.06194368807079	0.0344591124588204	EGFR/IL6/SOCS1	3
BP	GO:0022404	molting cycle process	2/40	94/18614	0.0173762571610737	0.06194368807079	0.0344591124588204	EGFR/RELA	2
BP	GO:0022405	hair cycle process	2/40	94/18614	0.0173762571610737	0.06194368807079	0.0344591124588204	EGFR/RELA	2
BP	GO:1900407	regulation of cellular response to oxidative stress	2/40	94/18614	0.0173762571610737	0.06194368807079	0.0344591124588204	DDR2/PARK7	2
BP	GO:0002753	cytosolic pattern recognition receptor signaling pathway	2/40	95/18614	0.0177260769820207	0.0628688876323282	0.0349737985669751	RELA/TNFAIP3	2
BP	GO:0019217	regulation of fatty acid metabolic process	2/40	95/18614	0.0177260769820207	0.0628688876323282	0.0349737985669751	IL1B/PTGS2	2
BP	GO:0046330	positive regulation of JNK cascade	2/40	95/18614	0.0177260769820207	0.0628688876323282	0.0349737985669751	FZD7/IL1B	2
BP	GO:0015833	peptide transport	3/40	259/18614	0.0180116081986998	0.0635804834141875	0.0353696574484205	IL1B/IL6/PARK7	3
BP	GO:0051402	neuron apoptotic process	3/40	259/18614	0.0180116081986998	0.0635804834141875	0.0353696574484205	HSPA5/MEF2C/PARK7	3
BP	GO:0032088	negative regulation of NF-kappaB transcription factor activity	2/40	96/18614	0.0180788928425215	0.0635804834141875	0.0353696574484205	CDKN2A/TNFAIP3	2
BP	GO:0032091	negative regulation of protein binding	2/40	96/18614	0.0180788928425215	0.0635804834141875	0.0353696574484205	CDKN1A/PARK7	2
BP	GO:0046364	monosaccharide biosynthetic process	2/40	96/18614	0.0180788928425215	0.0635804834141875	0.0353696574484205	ATF3/SLC39A14	2
BP	GO:1903131	mononuclear cell differentiation	4/40	474/18614	0.0184084485693551	0.0641834489377576	0.0357050855999014	FZD7/IL1B/IL6/SOCS1	4
BP	GO:0002709	regulation of T cell mediated immunity	2/40	97/18614	0.0184346909347317	0.0641834489377576	0.0357050855999014	IL1B/IL6	2
BP	GO:0006497	protein lipidation	2/40	97/18614	0.0184346909347317	0.0641834489377576	0.0357050855999014	ATG16L1/ULK1	2
BP	GO:0010586	miRNA metabolic process	2/40	97/18614	0.0184346909347317	0.0641834489377576	0.0357050855999014	EGFR/RELA	2
BP	GO:0014909	smooth muscle cell migration	2/40	97/18614	0.0184346909347317	0.0641834489377576	0.0357050855999014	DDR2/MEF2C	2
BP	GO:0051153	regulation of striated muscle cell differentiation	2/40	97/18614	0.0184346909347317	0.0641834489377576	0.0357050855999014	FZD7/MEF2C	2
BP	GO:0032642	regulation of chemokine production	2/40	98/18614	0.0187934574937031	0.0653236817044023	0.0363393941204103	IL1B/IL6	2
BP	GO:0032602	chemokine production	2/40	99/18614	0.01915517879727	0.0662502789859223	0.036854857776553	IL1B/IL6	2
BP	GO:0036473	cell death in response to oxidative stress	2/40	99/18614	0.01915517879727	0.0662502789859223	0.036854857776553	DDR2/PARK7	2
BP	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	2/40	99/18614	0.01915517879727	0.0662502789859223	0.036854857776553	PARK7/PTGS2	2
BP	GO:0002699	positive regulation of immune effector process	3/40	267/18614	0.0195092049480324	0.0671778388725564	0.0373708569274154	IL1B/IL6/TFRC	3
BP	GO:0019080	viral gene expression	2/40	100/18614	0.0195198411659367	0.0671778388725564	0.0373708569274154	FURIN/ZFP36	2
BP	GO:0032755	positive regulation of interleukin-6 production	2/40	100/18614	0.0195198411659367	0.0671778388725564	0.0373708569274154	IL1B/IL6	2
BP	GO:0010389	regulation of G2/M transition of mitotic cell cycle	2/40	101/18614	0.0198874309627645	0.0682181334666914	0.0379495701026567	BRD4/CDKN1A	2
BP	GO:0070167	regulation of biomineral tissue development	2/40	101/18614	0.0198874309627645	0.0682181334666914	0.0379495701026567	DDR2/MEF2C	2
BP	GO:0042158	lipoprotein biosynthetic process	2/40	102/18614	0.0202579345932597	0.069261579975973	0.0385300366800908	ATG16L1/ULK1	2
BP	GO:1905477	positive regulation of protein localization to membrane	2/40	102/18614	0.0202579345932597	0.069261579975973	0.0385300366800908	EGFR/PGRMC1	2
BP	GO:1902882	regulation of response to oxidative stress	2/40	103/18614	0.0206313385052613	0.0697021424551506	0.0387751204406471	DDR2/PARK7	2
BP	GO:1903076	regulation of protein localization to plasma membrane	2/40	103/18614	0.0206313385052613	0.0697021424551506	0.0387751204406471	EGFR/PGRMC1	2
BP	GO:0002676	regulation of chronic inflammatory response	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	TNFAIP3	1
BP	GO:0003211	cardiac ventricle formation	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	MEF2C	1
BP	GO:0006828	manganese ion transport	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	SLC39A14	1
BP	GO:0008298	intracellular mRNA localization	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	ZFP36	1
BP	GO:0008627	intrinsic apoptotic signaling pathway in response to osmotic stress	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	PTGS2	1
BP	GO:0030242	autophagy of peroxisome	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	PEX2	1
BP	GO:0032377	regulation of intracellular lipid transport	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	SCP2	1
BP	GO:0033212	iron import into cell	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	SLC39A14	1
BP	GO:0033572	transferrin transport	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	TFRC	1
BP	GO:0034727	piecemeal microautophagy of the nucleus	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	ULK1	1
BP	GO:0035871	protein K11-linked deubiquitination	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	TNFAIP3	1
BP	GO:0036109	alpha-linolenic acid metabolic process	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	SCP2	1
BP	GO:0048671	negative regulation of collateral sprouting	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	ULK1	1
BP	GO:0051342	regulation of cyclic-nucleotide phosphodiesterase activity	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	SLC39A14	1
BP	GO:0051409	response to nitrosative stress	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	PARK7	1
BP	GO:0060054	positive regulation of epithelial cell proliferation involved in wound healing	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	FZD7	1
BP	GO:0070391	response to lipoteichoic acid	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	RELA	1
BP	GO:0071223	cellular response to lipoteichoic acid	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	RELA	1
BP	GO:0071374	cellular response to parathyroid hormone stimulus	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	MEF2C	1
BP	GO:0071421	manganese ion transmembrane transport	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	SLC39A14	1
BP	GO:0097050	type B pancreatic cell apoptotic process	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	IL6	1
BP	GO:1903365	regulation of fear response	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	MEF2C	1
BP	GO:1903596	regulation of gap junction assembly	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	IL1B	1
BP	GO:2000347	positive regulation of hepatocyte proliferation	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	TNFAIP3	1
BP	GO:2000659	regulation of interleukin-1-mediated signaling pathway	1/40	10/18614	0.0212876816114821	0.0697021424551506	0.0387751204406471	IL6	1
BP	GO:0009062	fatty acid catabolic process	2/40	105/18614	0.0213867931761331	0.0698078296014721	0.0388339139250839	PEX2/SCP2	2
BP	GO:0046425	regulation of receptor signaling pathway via JAK-STAT	2/40	105/18614	0.0213867931761331	0.0698078296014721	0.0388339139250839	IL6/SOCS1	2
BP	GO:0051962	positive regulation of nervous system development	3/40	280/18614	0.0220865577655877	0.0719736438252808	0.0400387507410294	IL1B/IL6/PARP6	3
BP	GO:0032526	response to retinoic acid	2/40	107/18614	0.0221536874005053	0.0719736438252808	0.0400387507410294	FZD7/TFRC	2
BP	GO:0034308	primary alcohol metabolic process	2/40	107/18614	0.0221536874005053	0.0719736438252808	0.0400387507410294	ALDH3A2/PARK7	2
BP	GO:0045165	cell fate commitment	3/40	281/18614	0.0222922022232073	0.0723111963420498	0.0402265303275921	FZD7/IL6/MEF2C	3
BP	GO:0014013	regulation of gliogenesis	2/40	108/18614	0.0225413909114592	0.0728931356254462	0.0405502616363874	IL1B/IL6	2
BP	GO:0090398	cellular senescence	2/40	108/18614	0.0225413909114592	0.0728931356254462	0.0405502616363874	CDKN1A/CDKN2A	2
BP	GO:0031348	negative regulation of defense response	3/40	284/18614	0.0229154729194601	0.0729341198714182	0.0405730610657558	FURIN/TNFAIP3/ZFP36	3
BP	GO:0018107	peptidyl-threonine phosphorylation	2/40	109/18614	0.022931914273699	0.0729341198714182	0.0405730610657558	TBK1/ULK1	2
BP	GO:0019395	fatty acid oxidation	2/40	109/18614	0.022931914273699	0.0729341198714182	0.0405730610657558	PEX2/SCP2	2
BP	GO:0032147	activation of protein kinase activity	2/40	109/18614	0.022931914273699	0.0729341198714182	0.0405730610657558	PARK7/SOCS1	2
BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	2/40	109/18614	0.022931914273699	0.0729341198714182	0.0405730610657558	RELA/TNFAIP3	2
BP	GO:0001676	long-chain fatty acid metabolic process	2/40	110/18614	0.0233252442282771	0.0729341198714182	0.0405730610657558	PTGS2/SCP2	2
BP	GO:0010717	regulation of epithelial to mesenchymal transition	2/40	110/18614	0.0233252442282771	0.0729341198714182	0.0405730610657558	IL1B/IL6	2
BP	GO:0014812	muscle cell migration	2/40	110/18614	0.0233252442282771	0.0729341198714182	0.0405730610657558	DDR2/MEF2C	2
BP	GO:0002158	osteoclast proliferation	1/40	11/18614	0.0233919867466971	0.0729341198714182	0.0405730610657558	TNFAIP3	1
BP	GO:0003139	secondary heart field specification	1/40	11/18614	0.0233919867466971	0.0729341198714182	0.0405730610657558	MEF2C	1
BP	GO:0033860	regulation of NAD(P)H oxidase activity	1/40	11/18614	0.0233919867466971	0.0729341198714182	0.0405730610657558	PARK7	1
BP	GO:0034975	protein folding in endoplasmic reticulum	1/40	11/18614	0.0233919867466971	0.0729341198714182	0.0405730610657558	HSPA5	1
BP	GO:0038063	collagen-activated tyrosine kinase receptor signaling pathway	1/40	11/18614	0.0233919867466971	0.0729341198714182	0.0405730610657558	DDR2	1
BP	GO:0044571	[2Fe-2S] cluster assembly	1/40	11/18614	0.0233919867466971	0.0729341198714182	0.0405730610657558	GLRX5	1
BP	GO:0046689	response to mercury ion	1/40	11/18614	0.0233919867466971	0.0729341198714182	0.0405730610657558	PARK7	1
BP	GO:0060081	membrane hyperpolarization	1/40	11/18614	0.0233919867466971	0.0729341198714182	0.0405730610657558	PARK7	1
BP	GO:0070213	protein auto-ADP-ribosylation	1/40	11/18614	0.0233919867466971	0.0729341198714182	0.0405730610657558	PARP6	1
BP	GO:0090085	regulation of protein deubiquitination	1/40	11/18614	0.0233919867466971	0.0729341198714182	0.0405730610657558	PARK7	1
BP	GO:1902510	regulation of apoptotic DNA fragmentation	1/40	11/18614	0.0233919867466971	0.0729341198714182	0.0405730610657558	IL6	1
BP	GO:1903059	regulation of protein lipidation	1/40	11/18614	0.0233919867466971	0.0729341198714182	0.0405730610657558	ULK1	1
BP	GO:1903897	regulation of PERK-mediated unfolded protein response	1/40	11/18614	0.0233919867466971	0.0729341198714182	0.0405730610657558	HSPA5	1
BP	GO:2000644	regulation of receptor catabolic process	1/40	11/18614	0.0233919867466971	0.0729341198714182	0.0405730610657558	FURIN	1
BP	GO:2000726	negative regulation of cardiac muscle cell differentiation	1/40	11/18614	0.0233919867466971	0.0729341198714182	0.0405730610657558	FZD7	1
BP	GO:2000727	positive regulation of cardiac muscle cell differentiation	1/40	11/18614	0.0233919867466971	0.0729341198714182	0.0405730610657558	MEF2C	1
BP	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	2/40	112/18614	0.0241202710857772	0.0745373465949534	0.0414649319194924	DDR2/EGFR	2
BP	GO:0032611	interleukin-1 beta production	2/40	112/18614	0.0241202710857772	0.0745373465949534	0.0414649319194924	IL6/TNFAIP3	2
BP	GO:0032651	regulation of interleukin-1 beta production	2/40	112/18614	0.0241202710857772	0.0745373465949534	0.0414649319194924	IL6/TNFAIP3	2
BP	GO:0035249	synaptic transmission, glutamatergic	2/40	112/18614	0.0241202710857772	0.0745373465949534	0.0414649319194924	MEF2C/PTGS2	2
BP	GO:1902749	regulation of cell cycle G2/M phase transition	2/40	112/18614	0.0241202710857772	0.0745373465949534	0.0414649319194924	BRD4/CDKN1A	2
BP	GO:1905954	positive regulation of lipid localization	2/40	112/18614	0.0241202710857772	0.0745373465949534	0.0414649319194924	IL1B/SCP2	2
BP	GO:0002062	chondrocyte differentiation	2/40	113/18614	0.0245219416775943	0.0756666708485887	0.0420931720626046	MEF2C/SLC39A14	2
BP	GO:0007173	epidermal growth factor receptor signaling pathway	2/40	114/18614	0.0249263662393213	0.076110163587113	0.0423398859188092	EGFR/SNX5	2
BP	GO:0035710	CD4-positive, alpha-beta T cell activation	2/40	115/18614	0.025333531718145	0.076110163587113	0.0423398859188092	IL6/SOCS1	2
BP	GO:0006983	ER overload response	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	HSPA5	1
BP	GO:0006995	cellular response to nitrogen starvation	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	GABARAPL2	1
BP	GO:0010454	negative regulation of cell fate commitment	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	FZD7	1
BP	GO:0010635	regulation of mitochondrial fusion	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	TFRC	1
BP	GO:0010749	regulation of nitric oxide mediated signal transduction	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	EGFR	1
BP	GO:0032908	regulation of transforming growth factor beta1 production	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	FURIN	1
BP	GO:0033083	regulation of immature T cell proliferation	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	IL1B	1
BP	GO:0033084	regulation of immature T cell proliferation in thymus	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	IL1B	1
BP	GO:0033540	fatty acid beta-oxidation using acyl-CoA oxidase	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	SCP2	1
BP	GO:0034135	regulation of toll-like receptor 2 signaling pathway	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	TNFAIP3	1
BP	GO:0036363	transforming growth factor beta activation	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	FURIN	1
BP	GO:0042416	dopamine biosynthetic process	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	PARK7	1
BP	GO:0043562	cellular response to nitrogen levels	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	GABARAPL2	1
BP	GO:0048103	somatic stem cell division	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	FZD7	1
BP	GO:0051583	dopamine uptake involved in synaptic transmission	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	PARK7	1
BP	GO:0051934	catecholamine uptake involved in synaptic transmission	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	PARK7	1
BP	GO:0071493	cellular response to UV-B	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	CDKN1A	1
BP	GO:0071635	negative regulation of transforming growth factor beta production	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	FURIN	1
BP	GO:1901731	positive regulation of platelet aggregation	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	IL6	1
BP	GO:1905809	negative regulation of synapse organization	1/40	12/18614	0.0254918803407485	0.076110163587113	0.0423398859188092	PGRMC1	1
BP	GO:0015850	organic hydroxy compound transport	3/40	296/18614	0.025503645050732	0.076110163587113	0.0423398859188092	FURIN/PARK7/SCP2	3
BP	GO:0015908	fatty acid transport	2/40	116/18614	0.0257434251021519	0.0763892259068116	0.0424951275609685	IL1B/PTGS2	2
BP	GO:0034440	lipid oxidation	2/40	116/18614	0.0257434251021519	0.0763892259068116	0.0424951275609685	PEX2/SCP2	2
BP	GO:0048640	negative regulation of developmental growth	2/40	116/18614	0.0257434251021519	0.0763892259068116	0.0424951275609685	CDKN1A/ULK1	2
BP	GO:1904892	regulation of receptor signaling pathway via STAT	2/40	116/18614	0.0257434251021519	0.0763892259068116	0.0424951275609685	IL6/SOCS1	2
BP	GO:0030522	intracellular receptor signaling pathway	3/40	299/18614	0.0261744588909758	0.077558077479785	0.0431453566489545	PARK7/RELA/TNFAIP3	3
BP	GO:0002449	lymphocyte mediated immunity	3/40	300/18614	0.0264001755843426	0.0780056107435525	0.043394318238836	IL1B/IL6/TFRC	3
BP	GO:0045089	positive regulation of innate immune response	3/40	300/18614	0.0264001755843426	0.0780056107435525	0.043394318238836	RELA/TBK1/TNFAIP3	3
BP	GO:0097193	intrinsic apoptotic signaling pathway	3/40	301/18614	0.0266269480761025	0.0780894564580934	0.0434409613916178	CDKN1A/PARK7/PTGS2	3
BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	3/40	302/18614	0.0268547761997139	0.0780894564580934	0.0434409613916178	MEF2C/RELA/TNFAIP3	3
BP	GO:0002718	regulation of cytokine production involved in immune response	2/40	119/18614	0.0269893431773619	0.0780894564580934	0.0434409613916178	IL1B/IL6	2
